mS#id	mS#node	C#orbit-0	C#orbit-1	C#orbit-2	C#orbit-3	C#orbit-4	C#orbit-5	C#orbit-6	C#orbit-7	C#orbit-8	C#orbit-9	C#orbit-10	C#orbit-11	C#orbit-12	C#orbit-13	C#orbit-14	C#orbit-15	C#orbit-16	C#orbit-17	C#orbit-18	C#orbit-19	C#orbit-20	C#orbit-21	C#orbit-22	C#orbit-23	C#orbit-24	C#orbit-25	C#orbit-26	C#orbit-27	C#orbit-28	C#orbit-29	C#orbit-30	C#orbit-31	C#orbit-32	C#orbit-33	C#orbit-34	C#orbit-35	C#orbit-36	C#orbit-37	C#orbit-38	C#orbit-39	C#orbit-40	C#orbit-41	C#orbit-42	C#orbit-43	C#orbit-44	C#orbit-45	C#orbit-46	C#orbit-47	C#orbit-48	C#orbit-49	C#orbit-50	C#orbit-51	C#orbit-52	C#orbit-53	C#orbit-54	C#orbit-55	C#orbit-56	C#orbit-57	C#orbit-58	C#orbit-59	C#orbit-60	C#orbit-61	C#orbit-62	C#orbit-63	C#orbit-64	C#orbit-65	C#orbit-66	C#orbit-67	C#orbit-68	C#orbit-69	C#orbit-70	C#orbit-71	C#orbit-72	cD#class
689	java.lang.annotation.Retention	5	3835	1	9	5433	14	2420819	0	0	12491	7884	0	3721	3	7	16042	35	13	20712	6637665	73	0	1017560438	0	85390	6633	0	2958	5	11059	0	14875545	4800049	0	0	55879	0	0	0	488763	392082	3781	0	25115	0	9121	4113	0	2	0	0	0	20	0	2245536	0	16569	672	0	2372	40	0	0	0	0	11236	7352	0	0	0	1257	3	2	20
690	java.lang.annotation.RetentionPolicy	5	3834	1	9	5636	13	2420805	0	0	12493	7887	0	3718	3	7	18433	238	12	32368	6640004	62	0	1017556298	0	85639	6379	0	3134	4	10850	0	14879977	4804135	0	0	55720	0	0	0	488404	388025	3784	0	24730	0	9127	4155	0	2	0	0	0	193	0	2245499	0	16570	669	0	2760	37	0	0	0	0	11239	7358	0	0	0	1253	3	2	20
691	java.lang.annotation.Target	4	3837	0	6	5422	0	2424634	0	0	12497	4069	0	3721	0	4	15818	0	0	20650	6643073	0	0	1019973585	0	85392	6635	0	2954	0	5663	0	14895593	2386868	0	0	55879	0	0	0	488800	388612	0	0	12666	0	9121	4111	0	0	0	0	0	20	0	2249211	0	16569	392	0	2341	0	0	0	0	0	11242	3677	0	0	0	1255	0	1	20
692	java.lang.instrument.ClassDefinition	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	15735	0	0	20541	6650775	0	0	1022347323	0	85406	4063	0	2949	0	284	0	14958325	9108	0	0	55870	0	0	0	489086	342268	0	0	242	0	9125	4097	0	0	0	0	0	20	0	2252657	0	16580	113	0	2282	0	0	0	0	0	11270	27	0	0	0	1220	0	0	21
693	java.lang.instrument.ClassFileTransformer	5	2566	1	9	7913	5	1599137	0	1	10651	7697	0	1280	3	7	21615	74	4	2445803	4547981	2	0	669378524	0	223980	2948	0	15032	4	11541	0	9725651	4738281	0	0	34859	1279	0	0	1831642	175519	2546	0	24083	0	7520	4489	0	5	0	0	5	92	0	741373	0	18278	5264	0	8312	10	0	0	0	0	5100	3728	0	3	0	32	3	2	21
694	java.lang.instrument.IllegalClassFormatException	7	4663	1	20	7952	11	2520110	0	266	10788	13753	0	6841	5	30	53335	57	16	75339	7240388	33	0	1024461159	0	86313	27741	0	7082	4	23899	0	12521940	6848493	0	2	65479	1073	2905	0	174699	2978563	3004	0	33624	0	12882	6624	0	25	34964	0	21	455	0	2610369	0	12448	16423	0	7427	30	0	281	0	244	11545	14684	0	1086	0	5773	10	25	21
695	java.lang.instrument.Instrumentation	6	3852	3	12	5762	1322	2418508	0	3	12465	10382	2	3775	8	10	21003	1992	166	27527	6632110	818339	0	1016034820	0	86533	8790	1292	3227	4327	14649	8	14796812	6326705	0	4	55755	102	1316	0	487551	456488	6322	0	32373	0	9140	4236	11	1373	1	0	23	194	3	2244845	0	16495	3255	0	3074	2582	1	0	0	2	11264	8560	4	7	0	1311	7	3	21
696	java.lang.instrument.UnmodifiableClassException	7	4663	1	20	7952	11	2520110	0	266	10788	13753	0	6841	5	30	53335	57	16	75339	7240388	33	0	1024461159	0	86313	27741	0	7082	4	23899	0	12521940	6848493	0	2	65479	1073	2905	0	174699	2978563	3004	0	33624	0	12882	6624	0	25	34964	0	21	455	0	2610369	0	12448	16423	0	7427	30	0	281	0	244	11545	14684	0	1086	0	5773	10	25	21
697	java.lang.management.ClassLoadingMXBean	1	9	0	0	3872	0	28	0	0	8	0	0	0	0	0	5902	0	0	2424140	17858	0	0	43	0	5496	0	0	12557	0	0	0	27	0	0	0	83	0	0	0	13	0	0	0	0	0	3728	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
698	java.lang.management.CompilationMXBean	2	1321	0	1	4278	0	854524	0	0	6832	1313	0	4	0	0	9421	0	0	1578096	2133877	0	0	369159335	0	89780	5194	0	8964	0	1627	0	5543982	851729	0	0	17427	0	0	0	1682370	2785	0	0	4363	0	4755	50	0	0	0	0	0	42	0	5	0	14705	0	0	2467	0	0	0	0	0	1	0	0	0	0	0	0	0	22
699	java.lang.management.GarbageCollectorMXBean	2	1313	0	1	1719	0	854495	0	0	6833	1313	0	0	0	0	5146	0	0	5685	2125002	0	0	369156527	0	88482	0	0	770	0	1719	0	5544261	854495	0	0	17428	0	0	0	1684842	0	0	0	6833	0	3494	0	0	0	0	0	0	0	0	0	0	14706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
700	java.lang.management.LockInfo	5	3823	1	9	5399	2	2420709	0	0	12523	7922	0	3684	3	7	15893	2	1	20541	6636167	0	0	1017513539	0	85402	7881	0	2949	0	11074	0	14921832	4846710	0	0	55867	0	0	0	489078	345524	3818	0	25286	0	9125	4095	0	3	0	0	0	23	0	2245301	0	16580	676	0	2284	3	0	0	0	0	11261	7386	0	0	0	1221	3	2	22
701	java.lang.management.ManagementFactory	10	3872	37	8	5902	21730	2424140	71	83	12557	5496	35	3728	13	1	28352	32966	20583	30789	6531873	13487802	51947	1019036593	79	86764	11324	21916	4172	69797	7208	1213	14887983	3333987	64	285	54596	305	102598	333	488192	383313	4489	46	17240	0	9522	4162	16114	2744	1367	0	634	109	129	2253413	7	16570	109	3	2588	9837	6	43	42	46	11334	27	4	72	1	1220	0	0	22
702	java.lang.management.ManagementPermission	6	3887	0	15	5937	0	2417970	0	0	12350	11591	0	3922	0	20	22475	0	0	51597	6635934	0	0	1015365511	0	88614	12305	0	3298	0	16052	0	14652767	7010152	0	0	55422	0	0	0	485372	590400	0	0	36081	0	9102	4594	0	0	0	0	0	527	0	2244649	0	16369	12147	0	3391	0	0	0	0	0	11139	11035	0	0	0	1551	0	15	22
703	java.lang.management.MemoryMXBean	2	14	1	0	7689	8	31	0	3	15	0	0	0	0	0	11275	49	12	4839724	20352	15	0	43	0	10898	0	0	25076	1	0	0	30	0	0	0	82	3816	16	0	16	0	0	0	0	0	7407	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22
704	java.lang.management.MemoryManagerMXBean	2	1313	0	1	1719	0	854495	0	0	6833	1313	0	0	0	0	5146	0	0	5685	2125002	0	0	369156527	0	88482	0	0	770	0	1719	0	5544261	854495	0	0	17428	0	0	0	1684842	0	0	0	6833	0	3494	0	0	0	0	0	0	0	0	0	0	14706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
705	java.lang.management.MemoryNotificationInfo	4	3826	0	6	5397	0	2424526	0	0	12528	4108	0	3685	0	4	15742	0	0	20539	6639061	0	0	1019927927	0	85400	10394	0	2949	0	5674	0	14940670	2432326	0	0	55865	0	0	0	489084	343300	0	0	12769	0	9125	4093	0	0	0	0	0	25	0	2248976	0	16580	395	0	2281	0	0	0	0	0	11267	3713	0	0	0	1219	0	1	22
706	java.lang.management.MemoryPoolMXBean	3	1319	1	2	6753	3	853193	0	2	6832	2619	0	6	1	0	12823	13	2	3141119	2124588	1	0	368307559	0	93522	1308	0	17076	0	3335	0	5538165	1703460	0	0	17429	2509	2	0	1679899	2923	1308	0	8712	0	5956	100	0	1	0	0	4	1	0	0	0	14702	0	0	4934	2	0	1	0	0	6	0	0	2	0	0	0	0	22
707	java.lang.management.MemoryType	5	3836	3	7	5621	2524	2423312	0	2	12497	5378	3	3719	3	4	18411	3950	12	32294	6638716	1567759	0	1019119017	0	85638	6331	2562	3129	8144	7120	0	14893057	3241239	0	0	55718	2	2509	0	488442	383393	1454	0	16630	0	9127	4150	1242	50	0	0	2	193	2	2249174	0	16570	386	1	2722	2474	0	0	1	0	11245	3683	3	2	0	1251	0	1	22
708	java.lang.management.MemoryUsage	6	3825	8	7	5397	6335	2423216	3	5	12527	5410	10	3685	3	4	15795	9113	1	20539	6631066	3987075	2511	1019076203	0	85394	4013	7988	2950	20685	7341	0	14935000	3283891	3	0	55865	14	6325	4	489083	340837	1466	3	17131	0	9125	4089	4902	50	0	0	6	20	6	2248976	0	16580	390	5	2279	2462	0	0	4	0	11267	3711	3	2	0	1219	0	1	22
709	java.lang.management.MonitorInfo	5	3823	1	9	5552	2	2420711	0	0	12521	7918	0	3686	3	7	17288	153	1	31896	6638999	0	0	1017515771	0	85399	5197	0	3070	0	10928	0	14919901	4844478	0	0	55720	0	0	0	488777	347762	3816	0	24983	0	9125	4103	0	1	0	0	0	170	0	2245302	0	16580	671	0	2581	5	0	0	0	0	11260	7387	0	0	0	1222	3	2	22
710	java.lang.management.OperatingSystemMXBean	2	1321	0	1	4278	0	854524	0	0	6832	1313	0	4	0	0	9421	0	0	1578096	2133877	0	0	369159335	0	89780	5194	0	8964	0	1627	0	5543982	851729	0	0	17427	0	0	0	1682370	2785	0	0	4363	0	4755	50	0	0	0	0	0	42	0	5	0	14705	0	0	2467	0	0	0	0	0	1	0	0	0	0	0	0	0	22
711	java.lang.management.RuntimeMXBean	4	1426	4	2	7769	2704	857038	1	100	7103	1364	2	5	1	0	133514	5361	19875	3110979	2074089	1597193	1239	369197350	0	209131	4165	1308	21545	10671	3309	60	5551443	852706	0	281	17619	2769	114504	81	1685296	2793	3	1	4433	0	6111	1291	3	1275	1954	6	3372	38	56	5	0	15006	0	0	2507	3	0	162	2	40	1	0	0	1	0	0	0	0	22
712	java.lang.management.ThreadInfo	5	3826	4	6	5401	3823	2424527	0	3	12526	4101	6	3687	0	4	15784	5387	1	20541	6637746	2420710	0	1019930432	0	85399	4063	4098	2950	12522	5678	0	14938169	2429817	0	0	55867	14	3817	0	489080	345806	0	0	12765	0	9125	4091	3684	0	0	0	4	20	3	2248979	0	16580	393	4	2285	0	0	0	3	0	11264	3708	0	0	0	1222	0	1	22
713	java.lang.management.ThreadMXBean	2	13	1	0	7690	7	28	0	3	14	0	0	0	0	0	11282	49	6	4841033	17842	14	0	43	0	9590	0	0	25076	1	0	0	27	0	0	0	80	3817	14	0	13	0	0	0	0	0	7409	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	22
714	java.lang.ref.FinalReference	6	3824	2	13	5400	6	2416918	0	0	12502	11716	1	3699	6	13	15735	0	0	20541	6634575	6	0	1015123276	0	85406	4063	0	2949	0	16484	0	14882729	7236972	0	0	55870	0	0	0	489044	364282	7618	0	37748	0	9125	4097	3	0	0	0	0	20	0	2241665	0	16568	4762	0	2282	18	0	0	0	0	11240	11043	3	0	0	1244	6	6	23
715	java.lang.ref.Finalizer	4	3826	0	6	5406	0	2424530	0	0	12524	4098	0	3690	0	4	15735	0	0	20547	6645375	0	0	1019934226	0	85406	4063	0	2949	0	5684	0	14934396	2426020	0	0	55870	0	0	0	489062	349606	0	0	12744	0	9128	4097	0	0	0	0	0	20	0	2248982	0	16577	393	0	2300	0	0	0	0	0	11264	3705	0	0	0	1225	0	1	23
716	java.lang.ref.PhantomReference	5	3827	0	10	5402	0	2420733	0	0	12505	7904	0	3702	0	10	15735	0	0	20541	6639979	0	0	1017536373	0	85406	4063	0	2949	0	11084	0	14899046	4827678	0	0	55870	0	0	0	489044	364574	0	0	25246	0	9125	4098	0	0	0	0	0	20	0	2245340	0	16568	4485	0	2288	0	0	0	0	0	11243	7371	0	0	0	1245	0	5	23
717	java.lang.ref.Reference	8	3813	6	22	5400	3	2409285	4	0	12502	19338	0	3675	24	28	15735	0	0	20541	6623775	0	3	1010300892	1	85406	4063	0	2949	0	27284	0	14857725	12051724	0	0	55870	0	0	0	489044	344677	22863	0	62752	0	9125	4097	0	3	0	0	0	20	0	2234297	16	16568	16758	0	2282	9	0	0	0	0	11240	18387	0	0	0	1218	36	17	23
718	java.lang.ref.ReferenceQueue	8	3813	6	22	5400	3	2409285	4	0	12502	19338	0	3675	24	28	15735	0	0	20541	6623775	0	3	1010300892	1	85406	4063	0	2949	0	27284	0	14857725	12051724	0	0	55870	0	0	0	489044	344677	22863	0	62752	0	9125	4097	0	3	0	0	0	20	0	2234297	16	16568	16758	0	2282	9	0	0	0	0	11240	18387	0	0	0	1218	36	17	23
719	java.lang.ref.SoftReference	5	3827	0	10	5402	0	2420733	0	0	12505	7904	0	3702	0	10	15735	0	0	20541	6639979	0	0	1017536373	0	85406	4063	0	2949	0	11084	0	14899046	4827678	0	0	55870	0	0	0	489044	364574	0	0	25246	0	9125	4098	0	0	0	0	0	20	0	2245340	0	16568	4485	0	2288	0	0	0	0	0	11243	7371	0	0	0	1245	0	5	23
720	java.lang.ref.WeakReference	5	3827	0	10	5402	0	2420733	0	0	12505	7904	0	3702	0	10	15735	0	0	20541	6639979	0	0	1017536373	0	85406	4063	0	2949	0	11084	0	14899046	4827678	0	0	55870	0	0	0	489044	364574	0	0	25246	0	9125	4098	0	0	0	0	0	20	0	2245340	0	16568	4485	0	2288	0	0	0	0	0	11243	7371	0	0	0	1245	0	5	23
721	java.lang.reflect.AccessibleObject	8	3846	8	20	5428	2639	2412090	4	11	12435	16751	7	3755	22	23	16923	3472	24	20604	6601007	1664897	39	1012056524	1	85214	23161	7860	2981	8650	23855	0	14776551	10302018	0	0	55857	6	2672	12	488449	438345	15071	6	53686	0	9126	4129	1268	2791	10	2	2	35	6	2238339	10	16560	13749	3	2327	2539	0	0	1	16	11190	14819	14	24	0	1285	23	13	24
722	java.lang.reflect.AnnotatedElement	4	1249	1	5	10024	4	747182	0	2	6287	3683	0	28	2	2	18379	58	3	4993625	2426673	3	0	301880191	0	257268	11	0	27376	0	6165	0	4347165	2223177	0	0	17512	2586	0	0	1639735	18244	1230	0	11364	0	8114	5632	0	1	0	0	8	0	0	61	0	13682	2429	0	7405	7	0	1	0	0	41	20	0	4	0	7	1	0	24
723	java.lang.reflect.Array	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	15735	0	0	20541	6650775	0	0	1022347323	0	85406	4063	0	2949	0	284	0	14958325	9108	0	0	55870	0	0	0	489086	342268	0	0	242	0	9125	4097	0	0	0	0	0	20	0	2252657	0	16580	113	0	2282	0	0	0	0	0	11270	27	0	0	0	1220	0	0	24
724	java.lang.reflect.Constructor	9	3835	17	19	5462	3929	2409458	17	24	12460	19239	18	3732	32	17	16138	5071	1312	20838	6603305	2476517	1369	1010427079	9	85274	13971	16894	2980	12945	27501	6	14804782	11913297	10	0	55853	165	6507	11	488607	405381	35235	20	61881	0	9121	4141	1276	288	7	19	29	34	7	2236974	26	16569	5087	7	2415	4990	0	0	23	1	11205	15924	27	46	0	1273	20	7	24
725	java.lang.reflect.Field	8	3839	12	16	5456	3929	2413272	8	19	12466	15442	14	3732	20	14	15946	5050	9106	20836	6608847	2480359	1338	1012828888	2	85282	13848	13026	2974	12946	22126	31	14824797	9522835	6	0	55869	124	6508	6	488638	401904	20114	10	49450	0	9121	4140	1275	289	7	10	33	22	5	2240642	10	16569	4811	6	2411	4954	0	0	19	1	11211	12263	20	34	0	1271	10	6	24
726	java.lang.reflect.GenericArrayType	1	6	0	0	1255	0	13	0	0	2	0	0	0	0	0	8716	0	0	748474	3771	0	0	13	0	2440	0	0	6301	0	0	0	6	0	0	0	11	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
727	java.lang.reflect.GenericDeclaration	4	1256	4	2	8723	1261	748479	1	12	6302	2439	2	22	1	0	17221	4755	6	4167157	2430899	747280	10	302627647	0	265045	3632	2438	24282	5061	4052	0	4351090	1474744	0	0	17511	5278	1305	7	1642267	21906	1214	1	7581	0	6849	309	19	3	12	1	1265	10	1	89	0	13701	0	0	4903	8	0	11	3	0	37	0	0	7	0	0	0	0	24
728	java.lang.reflect.GenericSignatureFormatError	7	4606	1	20	7854	11	2518077	0	266	11111	14061	0	6516	5	30	52992	57	16	74416	7242998	33	0	1024187757	0	87313	18166	0	7049	4	23926	0	12752614	7089807	0	2	65401	1077	2905	0	184906	2745219	3000	0	34563	0	12882	6620	0	25	34911	0	21	440	0	2600338	0	12460	16410	0	6842	30	0	334	0	297	12284	15418	0	1033	0	5022	10	25	24
729	java.lang.reflect.InvocationHandler	5	1311	4	6	12139	26	817009	1	8	6814	5148	2	27	5	2	20963	644	33	6378278	2096470	91	5	344996673	0	167734	6235	29	33402	9	6707	4	5315709	3249593	0	1	20895	10098	10	0	1662328	18230	5123	1	17186	0	8978	5348	1	10	0	2	42	165	0	56	1	14348	2548	0	9939	19	0	4	4	0	36	22	2	10	0	5	1	0	24
730	java.lang.reflect.InvocationTargetException	7	4663	1	20	7952	11	2520110	0	266	10788	13753	0	6841	5	30	53335	57	16	75339	7240388	33	0	1024461159	0	86313	27741	0	7082	4	23899	0	12521940	6848493	0	2	65479	1073	2905	0	174699	2978563	3004	0	33624	0	12882	6624	0	25	34964	0	21	455	0	2610369	0	12448	16423	0	7427	30	0	281	0	244	11545	14684	0	1086	0	5773	10	25	24
731	java.lang.reflect.MalformedParameterizedTypeException	7	4634	1	20	7940	11	2518679	0	266	10943	13893	0	6684	5	30	53098	57	16	76272	7245708	33	0	1024317125	0	87293	18166	0	7051	4	23906	0	12630574	6964331	0	2	65401	1077	2905	0	181638	2868259	3000	0	33899	0	12882	6640	0	25	34939	0	21	440	0	2603334	0	12460	16410	0	7338	30	0	306	0	269	11892	15026	0	1061	0	5414	10	25	24
732	java.lang.reflect.Member	5	2565	3	7	7719	26	1599070	1	15	10637	7664	0	1270	6	3	18909	80	2	2447657	4543068	112	10	669363448	0	216974	10561	0	15074	10	11175	0	9739477	4747545	0	0	34912	3859	116	3	1832029	166085	7543	0	24403	0	7300	1941	0	12	18	4	22	17	0	741193	2	18301	274	0	7965	40	0	13	0	2	5061	3651	0	28	0	21	3	0	24
733	java.lang.reflect.Method	20	3847	139	51	6469	12221	2375394	601	53	12397	53208	209	3779	281	49	22210	33350	22489	128233	6491875	7104097	15565	988960830	1804	86172	47131	152986	4020	37542	74550	1723	14576719	33119812	634	32	55670	266	23807	432	485595	466660	328333	774	170526	23	9654	4209	4163	7148	21	29	42	454	243	2209034	959	16523	18558	71	5047	15835	77	13	38	25	11180	43850	278	91	2	1318	204	19	24
734	java.lang.reflect.Modifier	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	15735	0	0	20541	6650775	0	0	1022347323	0	85406	4063	0	2949	0	284	0	14958325	9108	0	0	55870	0	0	0	489086	342268	0	0	242	0	9125	4097	0	0	0	0	0	20	0	2252657	0	16580	113	0	2282	0	0	0	0	0	11270	27	0	0	0	1220	0	0	24
735	java.lang.reflect.ParameterizedType	1	6	0	0	1255	0	13	0	0	2	0	0	0	0	0	8716	0	0	748474	3771	0	0	13	0	2440	0	0	6301	0	0	0	6	0	0	0	11	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
736	java.lang.reflect.Proxy	6	3999	6	9	7004	4021	2432658	1	157	12306	7554	7	4053	7	5	38668	8331	6075	70863	6679084	2256593	176	1018509643	0	88493	10850	7060	6880	11057	9793	4	14527015	4407941	0	40	47692	337	176892	1	463616	758044	3635	3	21483	0	9872	4948	1588	192	11056	0	1274	116	311	2270854	0	16327	478	2	4740	4983	2	125	4	0	11363	4722	5	308	0	1433	2	1	24
737	java.lang.reflect.ReflectAccess	6	3843	3	12	5464	26	2417079	1	12	12471	11689	0	3738	9	10	16859	80	2	20736	6616401	112	10	1015172745	0	85259	23118	0	2984	10	16393	0	14834282	7184212	0	0	55859	39	112	3	488600	417091	11363	0	37468	0	9133	4143	0	16	16	3	0	35	0	2241918	3	16562	938	0	2413	62	0	3	0	7	11229	11031	0	29	0	1267	9	3	24
738	java.lang.reflect.ReflectPermission	6	3887	0	15	5937	0	2417970	0	0	12350	11591	0	3922	0	20	22475	0	0	51597	6635934	0	0	1015365511	0	88614	12305	0	3298	0	16052	0	14652767	7010152	0	0	55422	0	0	0	485372	590400	0	0	36081	0	9102	4594	0	0	0	0	0	527	0	2244649	0	16369	12147	0	3391	0	0	0	0	0	11139	11035	0	0	0	1551	0	15	24
739	java.lang.reflect.Type	7	1255	19	2	8716	5026	748474	26	11	6301	2440	8	21	1	0	17224	30900	5	4169726	2427150	2992708	7559	302626422	19	262460	3632	9759	24285	23964	4050	0	4352303	1475965	12	0	17516	5272	1298	39	1642263	20687	1214	4	7582	0	6852	305	81	3	8	1	1266	10	1	85	0	13702	0	0	4906	9	0	9	3	0	35	0	0	6	0	0	0	0	24
740	java.lang.reflect.TypeVariable	3	1323	3	0	4208	2630	855821	1	8	6838	0	0	0	0	0	14561	3425	3937	1500129	2122495	1706244	1313	370009723	0	90870	0	0	10882	11175	0	0	5552412	0	0	0	17431	1250	5394	2	1684844	0	0	0	0	0	3527	0	0	0	2	2	2491	0	0	0	0	14706	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	24
741	java.lang.reflect.UndeclaredThrowableException	7	4634	1	20	7940	11	2518679	0	266	10943	13893	0	6684	5	30	53098	57	16	76272	7245708	33	0	1024317125	0	87293	18166	0	7051	4	23906	0	12630574	6964331	0	2	65401	1077	2905	0	181638	2868259	3000	0	33899	0	12882	6640	0	25	34939	0	21	440	0	2603334	0	12460	16410	0	7338	30	0	306	0	269	11892	15026	0	1061	0	5414	10	25	24
742	java.lang.reflect.WildcardType	1	6	0	0	1255	0	13	0	0	2	0	0	0	0	0	8716	0	0	748474	3771	0	0	13	0	2440	0	0	6301	0	0	0	6	0	0	0	11	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
743	java.math.BigDecimal	15	3965	63	42	7074	6296	2389493	158	159	12223	40756	99	4070	147	51	39308	22053	34670	68548	6454265	2982424	8014	997048117	240	86270	105176	46462	4866	15617	55942	839	14317106	25187481	232	140	55037	1466	57773	858	482050	782382	172179	160	126702	15	9178	4838	1846	1911	849	53	614	899	400	2220572	312	16292	27735	41	5741	9961	6	82	182	52	11142	35581	209	234	0	1624	119	31	25
744	java.math.BigInteger	38	3862	596	107	7157	29712	2322966	5976	78	12237	105328	1183	3849	1162	115	39122	98292	33526	72647	6335998	15918846	142103	955966458	42753	85542	117955	671152	5808	85066	146111	17349	14193768	65095507	10760	171	54349	835	28580	1825	483290	583271	1394016	7190	339815	473	9365	4827	17595	15218	291	26	236	1532	634	2161478	9438	16431	54208	563	5440	24884	280	12	26	94	11094	91642	1364	125	4	1389	931	59	25
745	java.math.BitSieve	3	3827	0	3	5400	0	2428345	0	0	12532	280	0	3687	0	1	15735	0	0	20541	6650775	0	0	1022347323	0	85406	4063	0	2949	0	284	0	14958325	9108	0	0	55870	0	0	0	489086	342268	0	0	242	0	9125	4097	0	0	0	0	0	20	0	2252657	0	16580	113	0	2282	0	0	0	0	0	11270	27	0	0	0	1220	0	0	25
746	java.math.MathContext	6	3985	3	12	6994	1450	2429913	0	152	12311	10133	3	4019	6	11	37600	4423	4038	68857	6681767	661894	0	1016876929	0	87731	12175	2270	6849	3207	13766	154	14550563	6041177	0	42	47824	323	169473	0	464090	721671	4522	0	29453	0	9928	4958	11	121	11054	0	1241	81	300	2266621	0	16360	4542	1	4732	2779	0	121	2	0	11340	8467	6	304	0	1403	3	5	25
747	java.math.MutableBigInteger	4	3824	0	6	5400	0	2424524	0	0	12529	4104	0	3684	0	4	15735	0	0	20541	6645375	0	0	1019926620	0	85406	4063	0	2949	0	5684	0	14941975	2433632	0	0	55870	0	0	0	489086	341988	0	0	12771	0	9125	4097	0	0	0	0	0	20	0	2248976	0	16580	393	0	2282	0	0	0	0	0	11267	3711	0	0	0	1219	0	1	25
748	java.math.RoundingMode	9	3858	12	24	6264	173	2405790	9	12	12403	23033	10	3817	37	28	29363	2914	612	50443	6608190	637	164	1008059214	2	86100	19844	66	3997	104	32334	77	14684686	14275166	8	32	55648	314	80	29	486490	507903	45205	3	72468	2	9191	4494	40	45	20	1	8	474	5	2231247	27	16457	13118	0	4228	475	0	1	2	4	11207	21993	30	39	0	1377	39	15	25
749	java.math.SignedMutableBigInteger	4	3824	0	6	5400	0	2424524	0	0	12529	4104	0	3684	0	4	15735	0	0	20541	6645375	0	0	1019926620	0	85406	4063	0	2949	0	5684	0	14941975	2433632	0	0	55870	0	0	0	489086	341988	0	0	12771	0	9125	4097	0	0	0	0	0	20	0	2248976	0	16580	393	0	2282	0	0	0	0	0	11267	3711	0	0	0	1219	0	1	25
750	java.net.Authenticator	6	3870	3	12	6113	102	2417718	1	1	12446	11606	0	3820	9	10	25559	1152	523	47467	6637225	1324	50	1015279713	0	86868	20924	0	4040	126	15778	0	14737186	7082880	0	2	55783	147	46	1	485968	517456	11172	0	35753	0	9274	4437	0	26	0	0	4	344	0	2243442	3	16448	940	0	3771	280	0	0	0	1	11288	10946	0	2	0	1350	9	3	26
751	java.net.BindException	7	4608	1	20	7871	11	2518094	0	266	11099	14049	0	6528	5	30	53086	57	16	74671	7243071	33	0	1024196809	0	87305	18166	0	7049	4	23918	0	12743702	7080747	0	2	65401	1077	2905	0	184770	2754261	3000	0	34457	0	12882	6628	0	25	34913	0	21	440	0	2600396	0	12460	16410	0	6936	30	0	332	0	295	12256	15390	0	1035	0	5050	10	25	26
752	java.net.CacheRequest	5	3875	1	9	6231	52	2422039	0	1	12424	7796	0	3825	3	7	22778	820	141	92302	6650769	1140	0	1017705397	0	88574	25994	0	4403	39	10712	0	14754711	4672675	0	6	56413	7	49	0	484048	517756	3680	0	22747	0	9185	4270	0	18	0	0	3	194	0	2248268	0	16477	676	0	4435	138	0	0	0	0	11236	7260	0	3	0	1357	3	2	26
753	java.net.CacheResponse	7	3949	5	16	6322	2647	2419712	0	103	12449	12967	5	3937	15	15	36533	4246	28073	31760	6537456	1491236	0	1014680613	0	87321	35557	2553	4708	7633	18746	91	14597704	7759223	0	240	54455	352	112841	0	480662	652886	8751	0	39819	0	9339	4510	1287	5148	1998	0	726	200	85	2249045	0	16391	7044	1	3610	2693	3	88	66	194	11365	11189	11	104	2	1414	12	6	26
754	java.net.ConnectException	7	4608	1	20	7871	11	2518094	0	266	11099	14049	0	6528	5	30	53086	57	16	74671	7243071	33	0	1024196809	0	87305	18166	0	7049	4	23918	0	12743702	7080747	0	2	65401	1077	2905	0	184770	2754261	3000	0	34457	0	12882	6628	0	25	34913	0	21	440	0	2600396	0	12460	16410	0	6936	30	0	332	0	295	12256	15390	0	1035	0	5050	10	25	26
