mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#flpa	D#louvain	D#markov	D#sbm	cD#class
599	Gianni Franceschini	0.000000	0.000267	0.000000	0.000000	0.000000	189	158	206	0	0
600	Boštjan Kaluža	0.078056	0.002495	0.191933	0.001053	0.523810	27	6	1	24	7
601	Vida Vukašinović	0.016200	0.000667	0.171269	0.000000	1.000000	0	2	12	13	1
602	Tadej Janež	0.010309	0.000500	0.182612	0.000000	1.000000	22	5	13	2	7
603	Lovro Šubelj	0.027982	0.001012	0.173606	0.000000	1.000000	13	8	6	15	5
604	Marina Trkman	0.001473	0.000330	0.173697	0.000000	0.000000	30	8	32	0	5
605	Lan Žagar	0.004418	0.000392	0.179443	0.000000	1.000000	93	5	14	2	7
606	Marcel Križevnik	0.010309	0.000403	0.162282	0.000000	0.000000	28	3	0	5	5
607	Črt Gerlec	0.014728	0.000666	0.166111	0.000006	0.733333	28	3	0	5	5
608	Sandi Pohorec	0.051546	0.001224	0.186208	0.002769	0.500000	26	1	7	16	7
609	Miha Pavlinek	0.008837	0.000413	0.165529	0.000000	1.000000	28	3	0	5	3
610	Katja Kous	0.002946	0.000307	0.161885	0.000000	1.000000	28	3	0	0	5
611	Erik Dovgan	0.066274	0.002193	0.209161	0.003666	0.363636	27	6	1	24	1
612	Dragi Kocev	0.025037	0.000859	0.167966	0.000000	1.000000	34	0	5	14	7
613	Mitja Trampuš	0.002946	0.000360	0.161490	0.000000	0.000000	94	0	25	2	7
614	Iztok Fister	0.020619	0.000708	0.195447	0.001955	0.500000	29	1	2	8	1
615	Gregor Rot	0.019146	0.000867	0.179540	0.000001	0.833333	93	5	14	34	7
616	Matevž Leskovšek	0.000000	0.000267	0.000000	0.000000	0.000000	190	159	207	0	7
617	Narvika Bovcon	0.002946	0.000368	0.161097	0.000000	1.000000	64	4	16	6	7
618	Nejc Ilc	0.000000	0.000267	0.000000	0.000000	0.000000	191	160	208	0	7
619	Denis Žganec	0.004418	0.000516	0.159851	0.000000	1.000000	7	7	3	3	1
620	Petar Vračar	0.004418	0.000399	0.168222	0.000000	1.000000	36	5	11	6	7
621	Patrik Pucer	0.004418	0.000513	0.156673	0.000000	0.000000	13	8	6	0	0
622	Bojan Bedrač	0.000000	0.000267	0.000000	0.000000	0.000000	192	161	209	0	5
623	Simon Vouk	0.001473	0.001777	0.001473	0.000000	0.000000	169	35	68	0	1
624	Mateja Strnad	0.025037	0.001213	0.169081	0.000000	1.000000	45	11	21	27	7
625	Rolando Radej	0.001473	0.000321	0.133102	0.000000	0.000000	6	11	21	0	5
626	Ambrož Stropnik	0.001473	0.001777	0.001473	0.000000	0.000000	162	34	67	0	3
627	Tadej Štajner	0.010309	0.000597	0.161569	0.000000	1.000000	94	0	25	2	7
628	Tadej Justin	0.007364	0.000393	0.156970	0.000000	1.000000	38	9	4	4	7
629	Rok Žontar	0.005891	0.000475	0.140745	0.000002	0.666667	28	3	0	5	5
630	David Jelenc	0.001473	0.000406	0.150748	0.000000	0.000000	75	13	31	0	5
631	Darko Pevec	0.002946	0.000358	0.168222	0.000000	1.000000	36	5	11	6	7
632	Robert Ravnik	0.008837	0.000565	0.161097	0.000000	1.000000	64	4	16	6	7
633	Gregor Srdić	0.004418	0.000458	0.162441	0.000000	1.000000	28	3	0	5	5
634	Ines Čeh	0.029455	0.000766	0.181112	0.000434	0.619048	29	1	2	8	3
635	Mirjam Bonačić	0.005891	0.000387	0.153191	0.000000	1.000000	28	1	0	3	0
636	Matjaž Juršič	0.026510	0.000995	0.182915	0.000131	0.533333	8	0	8	21	7
637	Eva Zupančič	0.005891	0.000869	0.150817	0.000000	1.000000	75	13	31	10	5
638	Borut Sluban	0.007364	0.000458	0.177804	0.000000	1.000000	8	0	8	2	7
639	Aneta Trajanov	0.019146	0.000732	0.176100	0.000162	0.500000	34	0	5	14	7
640	Elena Ikonomovska	0.001473	0.000301	0.165198	0.000000	0.000000	34	0	5	0	7
641	Jana Krivec	0.063328	0.001957	0.198377	0.000545	0.500000	22	5	13	31	7
642	Aleš Tavčar	0.001473	0.000308	0.184959	0.000000	0.000000	27	6	1	0	0
643	Aleksandra Rashkovska	0.007364	0.000600	0.163971	0.000000	1.000000	51	2	22	11	0
644	Jernej Huber	0.000000	0.000267	0.000000	0.000000	0.000000	193	162	210	0	5
645	Jaka Bobnar	0.008837	0.001260	0.005155	0.000000	1.000000	55	16	23	7	0
646	Anže Žagar	0.002946	0.000631	0.004811	0.000000	0.000000	55	16	23	0	0
647	Minja Zorc	0.001473	0.000344	0.166278	0.000000	0.000000	34	0	5	0	5
648	Andrej Panjan	0.000000	0.000267	0.000000	0.000000	0.000000	194	163	211	0	0
649	Sašo Pečnik	0.005891	0.000543	0.159774	0.000000	1.000000	7	7	3	3	0
650	Matej Babič	0.000000	0.000267	0.000000	0.000000	0.000000	195	164	212	0	8
651	Damjan Kužnar	0.007364	0.000451	0.179638	0.000106	0.333333	22	5	13	2	7
652	Bojan Klemenc	0.026510	0.001007	0.185790	0.001139	0.805556	13	8	6	15	5
653	Ivica Slavkov	0.026510	0.000959	0.168051	0.000026	0.666667	34	0	5	14	7
654	Miha Mlakar	0.001473	0.000311	0.177613	0.000000	0.000000	27	6	1	0	7
655	Matej Hertiš	0.005891	0.000501	0.162441	0.000000	1.000000	28	3	0	5	5
656	Vida Groznik	0.007364	0.000445	0.178379	0.000000	1.000000	22	5	13	2	7
657	Neli Blagus	0.023564	0.000909	0.173606	0.000000	1.000000	13	8	6	15	5
658	Jan Božnik	0.000000	0.000267	0.000000	0.000000	0.000000	196	165	213	0	5
659	Simon Gangl	0.001473	0.000350	0.141468	0.000000	0.000000	7	1	3	0	3
660	Davor Sluga	0.001473	0.000331	0.125386	0.000000	0.000000	21	12	17	0	7
661	Božidara Cvetković	0.027982	0.001038	0.189841	0.000000	1.000000	27	6	1	9	7
662	Aleš Zemljak	0.001473	0.000293	0.141649	0.000000	0.000000	29	1	2	0	1
663	Rok Tavčar	0.000000	0.000267	0.000000	0.000000	0.000000	197	166	214	0	1
664	Nika Oman	0.000000	0.000267	0.000000	0.000000	0.000000	198	167	215	0	7
665	Gregor Jošt	0.001473	0.000288	0.140805	0.000000	0.000000	28	3	0	0	3
666	Tomaž Kos	0.007364	0.000477	0.173061	0.000000	1.000000	29	1	2	3	3
667	Slavko Žitnik	0.023564	0.000909	0.173606	0.000000	1.000000	13	8	6	15	5
668	Anže Vavpetič	0.005891	0.000426	0.177899	0.000000	1.000000	8	0	8	2	7
669	Nejc Trdin	0.001473	0.000303	0.177708	0.000000	0.000000	8	0	8	0	0
670	Andrej Dobrovoljc	0.000000	0.000267	0.000000	0.000000	0.000000	199	168	216	0	0
671	Inna Novalija	0.007364	0.000500	0.161490	0.000000	0.000000	94	0	25	2	7
672	Vedrana Vidulin	0.032401	0.001165	0.198734	0.000037	0.666667	27	6	1	9	7
673	Jernej Ule	0.008837	0.000517	0.179443	0.000000	1.000000	93	5	14	2	7
674	Nataša Pržulj	0.000000	0.000267	0.000000	0.000000	0.000000	200	169	217	0	0
675	Grega Milčinski	0.010309	0.001546	0.008018	0.000011	0.700000	55	16	23	7	0
676	Sašo Moškon	0.000000	0.000267	0.000000	0.000000	0.000000	201	170	218	0	7
677	Metka Bakan Toplak	0.000000	0.000267	0.000000	0.000000	0.000000	202	171	219	0	5
678	Alenka Ribič	0.000000	0.000267	0.000000	0.000000	0.000000	203	172	220	0	5
679	Franc Brcar	0.000000	0.000267	0.000000	0.000000	0.000000	204	173	221	0	5
