mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#louvain	D#infomap	cD#class
576	java.lang.Appendable	0.018482	0.001328	0.355801	0.000062	0.150794	4	8	19
577	java.lang.ApplicationShutdownHooks	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
578	java.lang.ArithmeticException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
579	java.lang.ArrayIndexOutOfBoundsException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	19
580	java.lang.ArrayStoreException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
581	java.lang.AssertionError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
582	java.lang.AssertionStatusDirectives	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
583	java.lang.Boolean	0.003960	0.000354	0.477015	0.000001	0.666667	0	0	19
584	java.lang.Byte	0.003300	0.000307	0.476715	0.000000	0.800000	0	0	19
585	java.lang.CharSequence	0.022442	0.001603	0.473882	0.000095	0.172348	4	8	19
586	java.lang.Character	0.004620	0.000390	0.477316	0.000003	0.571429	0	0	19
587	java.lang.CharacterData00	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
588	java.lang.CharacterData01	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
589	java.lang.CharacterData02	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
590	java.lang.CharacterData0E	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
591	java.lang.CharacterDataLatin1	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
592	java.lang.CharacterDataPrivateUse	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
593	java.lang.CharacterDataUndefined	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
594	java.lang.Class	0.821122	0.059310	0.839800	0.263848	0.008282	1	0	19
595	java.lang.ClassCastException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
596	java.lang.ClassCircularityError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
597	java.lang.ClassFormatError	0.005941	0.000467	0.477617	0.000000	0.888889	1	1	19
598	java.lang.ClassLoader	0.018482	0.001377	0.481564	0.000074	0.282051	6	22	19
599	java.lang.ClassNotFoundException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	19
600	java.lang.CloneNotSupportedException	0.005281	0.000417	0.477767	0.000000	0.964286	1	1	19
601	java.lang.Cloneable	0.045545	0.003078	0.359687	0.000685	0.017477	5	4	19
602	java.lang.Comparable	0.019142	0.001430	0.481717	0.000118	0.160099	0	0	19
603	java.lang.Compiler	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
604	java.lang.ConditionalSpecialCasing	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
605	java.lang.Deprecated	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	19
606	java.lang.Double	0.003300	0.000307	0.476715	0.000000	0.800000	0	0	19
607	java.lang.Enum	0.010561	0.000847	0.478976	0.000019	0.366667	3	0	19
608	java.lang.EnumConstantNotPresentException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
609	java.lang.Error	0.010561	0.000780	0.478673	0.000006	0.616667	1	1	19
610	java.lang.Exception	0.043564	0.003050	0.487138	0.001273	0.167366	1	1	19
611	java.lang.ExceptionInInitializerError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
612	java.lang.Float	0.003960	0.000360	0.476865	0.000001	0.733333	0	0	19
613	java.lang.IllegalAccessError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
614	java.lang.IllegalAccessException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	19
615	java.lang.IllegalArgumentException	0.011221	0.000824	0.478824	0.000007	0.588235	1	1	19
616	java.lang.IllegalMonitorStateException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
617	java.lang.IllegalStateException	0.015182	0.001100	0.479734	0.000017	0.458498	1	1	19
618	java.lang.IllegalThreadStateException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	19
619	java.lang.IncompatibleClassChangeError	0.007921	0.000604	0.478069	0.000002	0.757576	1	1	19
620	java.lang.IndexOutOfBoundsException	0.005941	0.000464	0.477617	0.000000	0.888889	1	1	19
621	java.lang.InheritableThreadLocal	0.002640	0.000280	0.476565	0.000000	1.000000	0	0	19
622	java.lang.InstantiationError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
623	java.lang.InstantiationException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	19
624	java.lang.Integer	0.004620	0.000417	0.477015	0.000001	0.666667	0	0	19
625	java.lang.InternalError	0.005281	0.000422	0.477466	0.000000	0.928571	1	1	19
626	java.lang.InterruptedException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	19
627	java.lang.Iterable	0.002640	0.000264	0.333260	0.000001	0.500000	3	4	19
628	java.lang.LinkageError	0.009241	0.000690	0.478371	0.000003	0.681319	1	1	19
629	java.lang.Long	0.003300	0.000307	0.476715	0.000000	0.800000	0	0	19
630	java.lang.Math	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
631	java.lang.NegativeArraySizeException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
632	java.lang.NoClassDefFoundError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
633	java.lang.NoSuchFieldError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
634	java.lang.NoSuchFieldException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	19
635	java.lang.NoSuchMethodError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
636	java.lang.NoSuchMethodException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	19
637	java.lang.NullPointerException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
638	java.lang.Number	0.011221	0.000888	0.478976	0.000021	0.360294	0	0	19
639	java.lang.NumberFormatException	0.004620	0.000374	0.477316	0.000000	0.952381	1	1	19
640	java.lang.Object	0.852145	0.061540	0.867201	0.321416	0.008193	0	0	19
641	java.lang.OutOfMemoryError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
642	java.lang.Override	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	19
643	java.lang.Package	0.004620	0.000405	0.476865	0.000018	0.733333	1	15	19
644	java.lang.Process	0.004620	0.000395	0.477466	0.000001	0.809524	6	0	19
645	java.lang.ProcessBuilder	0.004620	0.000390	0.477617	0.000005	0.523810	3	0	19
646	java.lang.ProcessEnvironment	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
647	java.lang.ProcessImpl	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
648	java.lang.Readable	0.002640	0.000263	0.328633	0.000000	0.333333	4	8	19
649	java.lang.Runnable	0.012541	0.001062	0.329850	0.000080	0.099415	3	16	19
650	java.lang.Runtime	0.005281	0.000437	0.478220	0.000003	0.714286	6	0	19
651	java.lang.RuntimeException	0.024422	0.001718	0.482177	0.000062	0.300300	1	1	19
652	java.lang.RuntimePermission	0.003960	0.000350	0.476865	0.000000	1.000000	0	11	19
653	java.lang.SecurityException	0.005941	0.000463	0.477617	0.000000	0.888889	1	1	19
654	java.lang.SecurityManager	0.006601	0.000534	0.477918	0.000004	0.666667	3	22	19
655	java.lang.Short	0.003300	0.000307	0.476715	0.000000	0.800000	0	0	19
656	java.lang.Shutdown	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
657	java.lang.StackOverflowError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
658	java.lang.StackTraceElement	0.003300	0.000315	0.476865	0.000000	0.800000	0	0	19
659	java.lang.StrictMath	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
660	java.lang.String	0.872607	0.063524	0.881326	0.355883	0.007910	0	0	19
661	java.lang.StringBuffer	0.013861	0.001007	0.479279	0.000067	0.374269	0	21	19
662	java.lang.StringBuilder	0.005941	0.000466	0.477466	0.000038	0.678571	4	8	19
663	java.lang.StringCoding	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
664	java.lang.StringIndexOutOfBoundsException	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	19
665	java.lang.SuppressWarnings	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	19
666	java.lang.System	0.006601	0.000525	0.478824	0.000348	0.488889	3	40	19
667	java.lang.SystemClassLoaderAction	0.002640	0.000286	0.476565	0.000010	0.666667	0	34	19
668	java.lang.Terminator	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
669	java.lang.Thread	0.013861	0.001062	0.480190	0.000495	0.315789	3	22	19
670	java.lang.ThreadDeath	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
671	java.lang.ThreadGroup	0.006601	0.000527	0.477617	0.000001	0.805556	3	22	19
672	java.lang.ThreadLocal	0.002640	0.000280	0.476565	0.000000	1.000000	0	0	19
673	java.lang.Throwable	0.166997	0.011394	0.518836	0.004629	0.047274	1	1	19
674	java.lang.TypeNotPresentException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	19
675	java.lang.UnknownError	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	19
676	java.lang.UnsatisfiedLinkError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
677	java.lang.UnsupportedClassVersionError	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	19
678	java.lang.UnsupportedOperationException	0.005941	0.000464	0.477617	0.000000	0.888889	1	1	19
679	java.lang.VerifyError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	19
680	java.lang.VirtualMachineError	0.007261	0.000557	0.477918	0.000001	0.800000	1	1	19
681	java.lang.Void	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	19
682	java.lang.annotation.Annotation	0.011881	0.001026	0.478522	0.000038	0.352941	1	15	20
683	java.lang.annotation.AnnotationFormatError	0.004620	0.000375	0.477316	0.000000	0.952381	1	1	20
684	java.lang.annotation.AnnotationTypeMismatchException	0.005281	0.000421	0.477466	0.000001	0.821429	1	1	20
685	java.lang.annotation.Documented	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	20
686	java.lang.annotation.ElementType	0.002640	0.000266	0.476565	0.000000	1.000000	3	0	20
687	java.lang.annotation.IncompleteAnnotationException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	20
688	java.lang.annotation.Inherited	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	20
689	java.lang.annotation.Retention	0.003300	0.000324	0.476715	0.000000	0.900000	1	0	20
690	java.lang.annotation.RetentionPolicy	0.003300	0.000321	0.476715	0.000000	0.900000	1	0	20
691	java.lang.annotation.Target	0.002640	0.000269	0.476565	0.000000	1.000000	1	0	20
692	java.lang.instrument.ClassDefinition	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	21
693	java.lang.instrument.ClassFileTransformer	0.003300	0.000318	0.470497	0.000000	0.900000	6	22	21
694	java.lang.instrument.IllegalClassFormatException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	21
695	java.lang.instrument.Instrumentation	0.003960	0.000360	0.476865	0.000004	0.800000	6	22	21
696	java.lang.instrument.UnmodifiableClassException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	21
697	java.lang.management.ClassLoadingMXBean	0.000660	0.000171	0.323511	0.000000	0.000000	0	28	22
698	java.lang.management.CompilationMXBean	0.001320	0.000212	0.469331	0.000000	1.000000	0	28	22
699	java.lang.management.GarbageCollectorMXBean	0.001320	0.000243	0.468750	0.000000	1.000000	0	49	22
700	java.lang.management.LockInfo	0.003300	0.000342	0.476865	0.000000	0.900000	0	0	22
701	java.lang.management.ManagementFactory	0.006601	0.000846	0.478069	0.002678	0.177778	0	28	22
702	java.lang.management.ManagementPermission	0.003960	0.000350	0.476865	0.000000	1.000000	0	11	22
703	java.lang.management.MemoryMXBean	0.001320	0.000236	0.323787	0.000001	0.000000	0	28	22
704	java.lang.management.MemoryManagerMXBean	0.001320	0.000243	0.468750	0.000000	1.000000	0	49	22
705	java.lang.management.MemoryNotificationInfo	0.002640	0.000285	0.476715	0.000000	1.000000	0	28	22
706	java.lang.management.MemoryPoolMXBean	0.001980	0.000262	0.469040	0.000000	0.666667	0	28	22
707	java.lang.management.MemoryType	0.003300	0.000340	0.476715	0.000008	0.700000	0	0	22
708	java.lang.management.MemoryUsage	0.003960	0.000456	0.477015	0.000660	0.466667	0	28	22
709	java.lang.management.MonitorInfo	0.003300	0.000332	0.476715	0.000000	0.900000	0	0	22
710	java.lang.management.OperatingSystemMXBean	0.001320	0.000212	0.469331	0.000000	1.000000	0	28	22
711	java.lang.management.RuntimeMXBean	0.002640	0.000289	0.471669	0.000003	0.333333	3	4	22
712	java.lang.management.ThreadInfo	0.003300	0.000379	0.476865	0.000653	0.600000	0	0	22
713	java.lang.management.ThreadMXBean	0.001320	0.000235	0.323718	0.000001	0.000000	0	28	22
714	java.lang.ref.FinalReference	0.003960	0.000384	0.476865	0.000000	0.866667	0	35	23
715	java.lang.ref.Finalizer	0.002640	0.000275	0.476565	0.000000	1.000000	0	35	23
716	java.lang.ref.PhantomReference	0.003300	0.000326	0.476715	0.000000	1.000000	0	35	23
717	java.lang.ref.Reference	0.005281	0.000494	0.477165	0.000001	0.785714	0	35	23
718	java.lang.ref.ReferenceQueue	0.005281	0.000494	0.477165	0.000001	0.785714	0	35	23
719	java.lang.ref.SoftReference	0.003300	0.000326	0.476715	0.000000	1.000000	0	35	23
720	java.lang.ref.WeakReference	0.003300	0.000326	0.476715	0.000000	1.000000	0	35	23
721	java.lang.reflect.AccessibleObject	0.005281	0.000478	0.477165	0.000018	0.714286	1	15	24
722	java.lang.reflect.AnnotatedElement	0.003300	0.000328	0.457014	0.000000	0.833333	1	15	24
723	java.lang.reflect.Array	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	24
724	java.lang.reflect.Constructor	0.006601	0.000593	0.477466	0.000024	0.527778	1	15	24
725	java.lang.reflect.Field	0.005941	0.000573	0.477617	0.000079	0.571429	1	15	24
726	java.lang.reflect.GenericArrayType	0.000660	0.000201	0.314446	0.000000	0.000000	7	15	24
727	java.lang.reflect.GenericDeclaration	0.002640	0.000327	0.457704	0.000002	0.333333	7	15	24
728	java.lang.reflect.GenericSignatureFormatError	0.004620	0.000377	0.477316	0.000000	0.952381	1	1	24
729	java.lang.reflect.InvocationHandler	0.003300	0.000344	0.466441	0.000001	0.600000	7	15	24
730	java.lang.reflect.InvocationTargetException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	24
731	java.lang.reflect.MalformedParameterizedTypeException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	24
732	java.lang.reflect.Member	0.003300	0.000333	0.470497	0.000000	0.700000	1	15	24
733	java.lang.reflect.Method	0.013861	0.001197	0.480190	0.000180	0.268421	7	15	24
734	java.lang.reflect.Modifier	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	24
735	java.lang.reflect.ParameterizedType	0.000660	0.000201	0.314446	0.000000	0.000000	7	15	24
736	java.lang.reflect.Proxy	0.003960	0.000359	0.477015	0.000010	0.600000	7	0	24
737	java.lang.reflect.ReflectAccess	0.003960	0.000374	0.476865	0.000000	0.800000	1	15	24
738	java.lang.reflect.ReflectPermission	0.003960	0.000350	0.476865	0.000000	1.000000	0	11	24
739	java.lang.reflect.Type	0.004620	0.000844	0.458535	0.003959	0.095238	7	15	24
740	java.lang.reflect.TypeVariable	0.001980	0.000312	0.470059	0.000053	0.000000	7	15	24
741	java.lang.reflect.UndeclaredThrowableException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	24
742	java.lang.reflect.WildcardType	0.000660	0.000201	0.314446	0.000000	0.000000	7	15	24
743	java.math.BigDecimal	0.009901	0.000747	0.479127	0.000021	0.400000	6	13	25
744	java.math.BigInteger	0.025083	0.002164	0.483254	0.001605	0.152205	8	12	25
745	java.math.BitSieve	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	25
746	java.math.MathContext	0.003960	0.000347	0.477015	0.000001	0.800000	0	0	25
747	java.math.MutableBigInteger	0.002640	0.000280	0.476565	0.000000	1.000000	0	0	25
748	java.math.RoundingMode	0.005941	0.000482	0.477316	0.000002	0.666667	0	21	25
749	java.math.SignedMutableBigInteger	0.002640	0.000280	0.476565	0.000000	1.000000	0	0	25
750	java.net.Authenticator	0.003960	0.000363	0.476865	0.000001	0.800000	0	0	26
751	java.net.BindException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	26
752	java.net.CacheRequest	0.003300	0.000310	0.477165	0.000000	0.900000	6	5	26
753	java.net.CacheResponse	0.004620	0.000393	0.477466	0.000001	0.761905	3	5	26
754	java.net.ConnectException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	26
755	java.net.ContentHandler	0.003960	0.000373	0.476865	0.000005	0.800000	6	5	26
756	java.net.ContentHandlerFactory	0.003300	0.000323	0.469331	0.000000	0.700000	6	5	26
757	java.net.CookieHandler	0.003960	0.000358	0.477466	0.000001	0.800000	3	24	26
758	java.net.CookieManager	0.005281	0.000489	0.477767	0.000786	0.500000	3	24	26
759	java.net.CookiePolicy	0.001980	0.000250	0.324550	0.000000	0.333333	3	24	26
760	java.net.CookieStore	0.002640	0.000289	0.330281	0.000001	0.333333	3	24	26
761	java.net.DatagramPacket	0.004620	0.000408	0.477165	0.000000	0.952381	9	17	26
762	java.net.DatagramSocket	0.006601	0.000570	0.477918	0.000441	0.722222	9	17	26
763	java.net.DatagramSocketImpl	0.003960	0.000427	0.477015	0.000449	0.466667	0	36	26
764	java.net.DatagramSocketImplFactory	0.001980	0.000256	0.323856	0.000000	0.333333	9	17	26
765	java.net.FactoryURLClassLoader	0.005281	0.000427	0.477466	0.000001	0.857143	6	5	26
766	java.net.FileNameMap	0.002640	0.000270	0.469186	0.000000	0.833333	6	5	26
767	java.net.HttpCookie	0.004620	0.000430	0.477466	0.000808	0.238095	3	24	26
768	java.net.HttpRetryException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	26
769	java.net.HttpURLConnection	0.007261	0.000577	0.478220	0.000018	0.527273	6	5	26
770	java.net.IDN	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	26
771	java.net.Inet4Address	0.003300	0.000312	0.476715	0.000000	1.000000	9	29	26
772	java.net.Inet4AddressImpl	0.003960	0.000369	0.476865	0.000005	0.866667	9	29	26
773	java.net.Inet6Address	0.003300	0.000312	0.476715	0.000000	1.000000	9	29	26
774	java.net.Inet6AddressImpl	0.003960	0.000369	0.476865	0.000005	0.866667	9	29	26
775	java.net.InetAddress	0.013861	0.001112	0.479582	0.000040	0.336842	9	29	26
776	java.net.InetAddressContainer	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	26
777	java.net.InetAddressImpl	0.003300	0.000336	0.469476	0.000000	0.900000	9	29	26
778	java.net.InetAddressImplFactory	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	26
779	java.net.InetSocketAddress	0.003300	0.000310	0.476715	0.000000	0.900000	9	29	26
780	java.net.InterfaceAddress	0.002640	0.000266	0.476565	0.000000	1.000000	9	29	26
781	java.net.JarURLConnection	0.009901	0.000751	0.478976	0.000026	0.476190	6	5	26
782	java.net.MalformedURLException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	26
783	java.net.MulticastSocket	0.006601	0.000571	0.478069	0.000444	0.666667	9	17	26
784	java.net.NetPermission	0.003960	0.000350	0.476865	0.000000	1.000000	0	11	26
785	java.net.NetworkInterface	0.008581	0.000707	0.478069	0.000019	0.484848	9	29	26
786	java.net.NoRouteToHostException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	26
787	java.net.Parts	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	26
788	java.net.PasswordAuthentication	0.002640	0.000272	0.476565	0.000000	1.000000	0	0	26
789	java.net.PlainDatagramSocketImpl	0.002640	0.000281	0.476715	0.000000	1.000000	0	36	26
790	java.net.PlainSocketImpl	0.003960	0.000393	0.477165	0.000001	0.866667	9	36	26
791	java.net.PortUnreachableException	0.004620	0.000376	0.477316	0.000000	0.952381	1	1	26
792	java.net.ProtocolException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	26
793	java.net.Proxy	0.003960	0.000350	0.477015	0.000000	0.866667	9	17	26
794	java.net.ProxySelector	0.004620	0.000391	0.477466	0.000004	0.619048	3	0	26
795	java.net.ResponseCache	0.005281	0.000450	0.477767	0.000004	0.642857	3	5	26
796	java.net.SecureCacheResponse	0.005281	0.000436	0.477918	0.000007	0.535714	3	5	26
797	java.net.ServerSocket	0.007261	0.000626	0.477918	0.000647	0.511111	9	17	26
798	java.net.Socket	0.009241	0.000754	0.479279	0.000470	0.448718	9	17	26
799	java.net.SocketAddress	0.009241	0.000738	0.479127	0.000015	0.472527	9	17	26
800	java.net.SocketException	0.007261	0.000556	0.477918	0.000001	0.800000	1	1	26
801	java.net.SocketImpl	0.003960	0.000422	0.477015	0.000442	0.466667	0	36	26
802	java.net.SocketImplFactory	0.001980	0.000253	0.324550	0.000000	0.333333	9	17	26
803	java.net.SocketInputStream	0.003960	0.000362	0.477617	0.000000	0.933333	9	20	26
804	java.net.SocketOptions	0.001980	0.000260	0.465152	0.000000	0.666667	0	36	26
805	java.net.SocketOutputStream	0.003960	0.000362	0.477617	0.000000	0.933333	9	20	26
806	java.net.SocketPermission	0.003960	0.000344	0.477015	0.000000	0.933333	0	11	26
807	java.net.SocketPermissionCollection	0.004620	0.000384	0.477165	0.000001	0.761905	0	11	26
808	java.net.SocketTimeoutException	0.004620	0.000378	0.477316	0.000000	0.952381	1	1	26
809	java.net.SocksConsts	0.000660	0.000165	0.323028	0.000000	0.000000	9	36	26
810	java.net.SocksSocketImpl	0.003960	0.000463	0.477015	0.001320	0.666667	9	36	26
811	java.net.URI	0.011221	0.000945	0.479127	0.001449	0.333333	3	24	26
812	java.net.URISyntaxException	0.004620	0.000372	0.477617	0.000000	0.952381	1	1	26
813	java.net.URL	0.028383	0.001984	0.488080	0.000260	0.198718	6	5	26
814	java.net.URLClassLoader	0.006601	0.000532	0.477767	0.000009	0.733333	6	5	26
815	java.net.URLConnection	0.010561	0.000815	0.478824	0.000026	0.485714	6	5	26
816	java.net.URLDecoder	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	26
817	java.net.URLEncoder	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	26
818	java.net.URLStreamHandler	0.003300	0.000319	0.476715	0.000006	0.800000	6	5	26
819	java.net.URLStreamHandlerFactory	0.002640	0.000278	0.469186	0.000000	0.833333	6	5	26
820	java.net.UnknownContentHandler	0.003300	0.000317	0.476715	0.000000	1.000000	6	5	26
821	java.net.UnknownHostException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	26
822	java.net.UnknownServiceException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	26
823	java.nio.Bits	0.001980	0.000221	0.476415	0.000000	1.000000	0	0	27
824	java.nio.Buffer	0.050165	0.003549	0.488710	0.000441	0.125614	4	6	27
825	java.nio.BufferOverflowException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	27
826	java.nio.BufferUnderflowException	0.004620	0.000373	0.477316	0.000000	0.952381	1	1	27
827	java.nio.ByteBuffer	0.019802	0.001423	0.481870	0.001861	0.349425	4	6	27
828	java.nio.ByteBufferAsCharBufferB	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
829	java.nio.ByteBufferAsCharBufferL	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
830	java.nio.ByteBufferAsCharBufferRB	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
831	java.nio.ByteBufferAsCharBufferRL	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
832	java.nio.ByteBufferAsDoubleBufferB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
833	java.nio.ByteBufferAsDoubleBufferL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
834	java.nio.ByteBufferAsDoubleBufferRB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
835	java.nio.ByteBufferAsDoubleBufferRL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
836	java.nio.ByteBufferAsFloatBufferB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
837	java.nio.ByteBufferAsFloatBufferL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
838	java.nio.ByteBufferAsFloatBufferRB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
839	java.nio.ByteBufferAsFloatBufferRL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
840	java.nio.ByteBufferAsIntBufferB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
841	java.nio.ByteBufferAsIntBufferL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
842	java.nio.ByteBufferAsIntBufferRB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
843	java.nio.ByteBufferAsIntBufferRL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
844	java.nio.ByteBufferAsLongBufferB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
845	java.nio.ByteBufferAsLongBufferL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
846	java.nio.ByteBufferAsLongBufferRB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
847	java.nio.ByteBufferAsLongBufferRL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
848	java.nio.ByteBufferAsShortBufferB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
849	java.nio.ByteBufferAsShortBufferL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
850	java.nio.ByteBufferAsShortBufferRB	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
851	java.nio.ByteBufferAsShortBufferRL	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
852	java.nio.ByteOrder	0.050165	0.003549	0.488710	0.000441	0.125614	4	6	27
853	java.nio.CharBuffer	0.026403	0.001872	0.483099	0.000601	0.263158	4	8	27
854	java.nio.DirectByteBuffer	0.009241	0.000665	0.479127	0.000001	0.824176	4	6	27
855	java.nio.DirectByteBufferR	0.009241	0.000665	0.479127	0.000001	0.824176	4	6	27
856	java.nio.DirectCharBufferRS	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
857	java.nio.DirectCharBufferRU	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
858	java.nio.DirectCharBufferS	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
859	java.nio.DirectCharBufferU	0.005941	0.000464	0.477617	0.000036	0.722222	4	8	27
860	java.nio.DirectDoubleBufferRS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
861	java.nio.DirectDoubleBufferRU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
862	java.nio.DirectDoubleBufferS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
863	java.nio.DirectDoubleBufferU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
864	java.nio.DirectFloatBufferRS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
865	java.nio.DirectFloatBufferRU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
866	java.nio.DirectFloatBufferS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
867	java.nio.DirectFloatBufferU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
868	java.nio.DirectIntBufferRS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
869	java.nio.DirectIntBufferRU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
870	java.nio.DirectIntBufferS	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
871	java.nio.DirectIntBufferU	0.004620	0.000388	0.477015	0.000000	0.952381	4	6	27
