mS#id	mS#node	C#degree	C#pagerank	C#closeness	C#betweenness	C#clustering	D#flpa	D#louvain	D#markov	D#sbm	cD#class
570	Bjarne Sælensminde	0.004225	0.000670	0.068769	0.000000	1.000000	97	11	22	22	1
571	Bjørn Havnes	0.004225	0.000670	0.068769	0.000000	1.000000	97	11	22	22	1
572	Janne Grethe Strand Aasnæs	0.004225	0.000670	0.068769	0.000000	1.000000	97	11	22	22	2
573	Per Norvald Sperre	0.004225	0.000670	0.068769	0.000000	1.000000	97	11	22	22	1
574	Sverre Andreas Farstad	0.004225	0.000670	0.068769	0.000000	1.000000	97	11	22	22	1
575	Astrid Rebekka Norheim	0.004225	0.000614	0.084332	0.000000	1.000000	121	13	0	17	2
576	Catherine Birgit Hauge	0.004225	0.000614	0.084332	0.000000	1.000000	121	13	0	17	2
577	Dag Elgar Sønsterud	0.004225	0.000614	0.084332	0.000000	1.000000	121	13	0	17	1
578	Kjersti Espeset Lie	0.004225	0.000614	0.084332	0.000000	1.000000	121	13	0	17	2
579	Rolf Fritjov Aarsheim	0.004225	0.000614	0.084332	0.000000	1.000000	121	13	0	17	1
580	Stian Helgøy	0.004225	0.000614	0.084332	0.000000	1.000000	121	13	0	17	1
581	Tor Dahle	0.010563	0.001300	0.097992	0.005044	0.485714	1	13	0	17	1
582	Atle Sveinung Eide	0.002113	0.000405	0.094347	0.000000	1.000000	30	10	11	19	1
583	Frank Ove Reite	0.007746	0.001122	0.109091	0.005799	0.381818	30	10	9	19	1
584	Audhild Bang Rande	0.004930	0.000613	0.006573	0.000000	1.000000	122	20	10	29	2
585	Brynjar Kroknes	0.004930	0.000613	0.006573	0.000000	1.000000	122	20	10	29	1
586	Ingolf Arne Marifjæren	0.004930	0.000613	0.006573	0.000000	1.000000	122	20	10	29	1
587	Kjell Inge Skaldebø	0.009859	0.001114	0.009859	0.000021	0.538462	122	20	10	29	1
588	Lise Andrea Dahl Karlsen	0.009859	0.001114	0.009859	0.000021	0.538462	122	20	10	29	2
589	Robert Arnfinn Tønne	0.004930	0.000613	0.006573	0.000000	1.000000	122	20	10	29	1
590	Torstein Moe	0.004930	0.000613	0.006573	0.000000	1.000000	122	20	10	29	1
591	Wenche Stuvland Knygh	0.004930	0.000613	0.006573	0.000000	1.000000	122	20	10	29	2
592	Axel Dammann	0.002817	0.000704	0.002817	0.000000	1.000000	123	57	111	1	1
593	Elisabeth Magnus	0.002817	0.000704	0.002817	0.000000	1.000000	123	57	111	1	2
594	Harald Hjort	0.002817	0.000704	0.002817	0.000000	1.000000	123	57	111	1	1
595	Harald Sperlin Thorstensen	0.002817	0.000704	0.002817	0.000000	1.000000	123	57	111	1	1
596	Leif Sven Helmich Pedersen	0.002817	0.000704	0.002817	0.000000	1.000000	123	57	111	1	1
597	Axel Ramm	0.003521	0.000606	0.086147	0.000000	1.000000	124	9	27	15	1
598	Hans Peter Lennarth Hansson	0.003521	0.000606	0.086147	0.000000	1.000000	124	9	27	15	1
599	Inge Ketil Hansen	0.007746	0.001134	0.100471	0.004208	0.454545	49	9	27	15	1
600	Jan Håkon Pettersen	0.003521	0.000606	0.086147	0.000000	1.000000	124	9	27	15	1
601	Kjell Martin Grimeland	0.003521	0.000606	0.086147	0.000000	1.000000	124	9	27	15	1
602	Tom Vidar Rygh	0.003521	0.000606	0.086147	0.000000	1.000000	124	9	27	15	1
603	Barbara Rose Milian Thoralfsson	0.004930	0.000644	0.108468	0.000000	1.000000	59	7	35	11	2
604	Burckhard Bergmann	0.004930	0.000644	0.108468	0.000000	1.000000	59	7	35	11	1
605	Kjersti Kleven	0.007746	0.001087	0.108559	0.003371	0.490909	59	7	35	11	2
606	Olav Volldal	0.004930	0.000644	0.108468	0.000000	1.000000	59	7	35	11	1
607	Sanjiv Ahuja	0.004930	0.000644	0.108468	0.000000	1.000000	59	7	35	11	1
608	Barbara Singer Lady Judge	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	2
609	Bjørn Tore Godal	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	1
610	Brit Gunn Ersland	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	2
611	Geir Nilsen	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	1
612	Grace Montgomery Reksten Skaugen	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	2
613	Heikki Lehmoinen Oltedal	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	1
614	Jakob Stausholm	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	1
615	Jorunn Birkeland	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	2
616	Lisa Margaret Michelsen	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	2
617	Roy Alexander Franklin	0.007746	0.000752	0.105194	0.000000	1.000000	51	7	8	27	1
618	Bente Rathe	0.007042	0.000998	0.108170	0.006201	0.466667	49	9	27	15	2
619	Bjørn Anders Fossum	0.002817	0.000468	0.101325	0.000000	1.000000	79	9	86	2	1
620	Sam Carsten Syvertsen	0.002817	0.000468	0.101325	0.000000	1.000000	79	9	86	2	1
621	Benedicte Elisabeth Bakke Agerup	0.007746	0.001074	0.116933	0.044818	0.454545	64	8	64	3	2
622	Erik Gunnar Braathen	0.007042	0.001027	0.102830	0.017618	0.466667	64	8	64	3	1
623	Giuditta Cordero-Moss	0.004225	0.000634	0.100648	0.000000	1.000000	64	8	64	3	2
624	Jan Frederik Dyvi	0.003521	0.000531	0.113867	0.000000	1.000000	125	8	21	10	1
625	Jørgen Gregardsøn Heje	0.003521	0.000531	0.113867	0.000000	1.000000	125	8	21	10	1
626	Jørgen Stang Heffermehl	0.004225	0.000634	0.100648	0.000000	1.000000	64	8	64	3	1
627	Jostein Sørvoll	0.004225	0.000634	0.100648	0.000000	1.000000	64	8	64	3	1
628	Rolf Albert Wilhelm Tolle	0.004225	0.000634	0.100648	0.000000	1.000000	64	8	64	3	1
629	Tove Raanes	0.003521	0.000531	0.113867	0.000000	1.000000	125	8	21	10	2
630	Benedicte Elisabeth Schilbred Fasmer	0.004225	0.000627	0.088559	0.000000	1.000000	14	11	23	22	2
631	Benedikte Bettina Bjørn	0.004225	0.000627	0.088559	0.000000	1.000000	14	11	23	22	2
632	Harald Espedal	0.004225	0.000627	0.088559	0.000000	1.000000	14	11	23	22	1
633	Ottar Ertzeid	0.004225	0.000627	0.088559	0.000000	1.000000	14	11	23	22	1
634	Svein Støle	0.004225	0.000627	0.088559	0.000000	1.000000	14	11	23	22	1
635	Grete Nanna Hogstad	0.003521	0.000550	0.092927	0.000000	1.000000	126	0	50	6	2
636	Halvor Stenstadvold	0.010563	0.001423	0.100708	0.005249	0.314286	126	0	50	6	1
637	Johan Reinsli	0.003521	0.000550	0.092927	0.000000	1.000000	126	0	50	6	1
638	Kristian Nergaard	0.002113	0.000353	0.105737	0.000000	1.000000	127	0	1	6	1
639	Marianne Elisabeth Johnsen	0.013380	0.001671	0.122087	0.024465	0.257310	127	3	1	28	2
640	Masha Paule Nathalie Legris Strømme	0.006338	0.000991	0.095991	0.001565	0.472222	126	0	50	6	2
641	Svein Erik Nicolaysen	0.003521	0.000550	0.092927	0.000000	1.000000	126	0	50	6	1
642	Thomas Falck	0.007746	0.001160	0.114708	0.019596	0.290909	128	0	2	6	1
643	Bengt Henrik Olof Olsen	0.003521	0.000719	0.047581	0.000000	1.000000	45	5	91	3	1
644	Carole Callebaut	0.003521	0.000719	0.047581	0.000000	1.000000	45	5	91	3	2
645	Lindsay Poston	0.003521	0.000719	0.047581	0.000000	1.000000	45	5	91	3	2
646	Mai-Lill Ibsen	0.004930	0.001027	0.051648	0.004208	0.523810	45	5	91	3	2
647	Simon Matthew Dudgeon Oliver	0.003521	0.000719	0.047581	0.000000	1.000000	45	5	91	3	1
648	Thomas Christian Høegh	0.003521	0.000719	0.047581	0.000000	1.000000	45	5	91	3	1
649	Bengt Lie Hansen	0.003521	0.000640	0.081140	0.000000	1.000000	129	3	92	8	1
650	Colette Lewiner	0.003521	0.000640	0.081140	0.000000	1.000000	129	3	92	8	2
651	Elisabeth Harstad	0.006338	0.001042	0.093726	0.004208	0.444444	129	3	92	8	2
652	Henry Haywood Hamilton	0.003521	0.000640	0.081140	0.000000	1.000000	129	3	92	8	1
653	Mark Steven Leonard	0.003521	0.000640	0.081140	0.000000	1.000000	129	3	92	8	1
654	Vicki Ruth Messer	0.003521	0.000640	0.081140	0.000000	1.000000	129	3	92	8	2
655	Benjamin John Latimer Stanway	0.002817	0.000576	0.091795	0.000000	1.000000	78	9	28	2	1
656	Erik Klausen	0.002817	0.000576	0.091795	0.000000	1.000000	78	9	28	2	1
657	Hege Wullum	0.002817	0.000576	0.091795	0.000000	1.000000	78	9	28	2	2
658	Olav Fjell	0.002817	0.000576	0.091795	0.000000	1.000000	78	9	28	2	1
659	Benjamin Schei	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	1
660	Brynjar Kristian Forbergskog	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	1
661	Ola Dybvik	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	1
662	Paul Birger Torgnes	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	1
663	Peggy Finboe	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	2
664	Sonja Sundgot Johansen	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	2
665	Stein Andre Herigstad Olsen	0.005634	0.000664	0.006901	0.000000	1.000000	130	20	10	29	1
666	Bente Iren Falch-Larsen	0.001408	0.000704	0.001408	0.000000	1.000000	131	97	161	0	2
667	Fabian Tobias Falch-Larsen	0.001408	0.000704	0.001408	0.000000	1.000000	131	97	161	0	1
668	Helle Cecilie Lauvstad	0.001408	0.000704	0.001408	0.000000	1.000000	131	97	161	0	2
669	Eva Birgitta Persson	0.004225	0.000619	0.100372	0.000000	1.000000	49	9	27	15	2
670	Liv Monica Bargem Stubholt	0.004225	0.000619	0.100372	0.000000	1.000000	49	9	27	15	2
671	Tito Botelho Martins Junior	0.004225	0.000619	0.100372	0.000000	1.000000	49	9	27	15	1
672	Benthe Elisabeth Løvenskiold Kveseth	0.001408	0.000704	0.001408	0.000000	1.000000	132	98	162	0	2
673	Nils Johannes Vanebo	0.001408	0.000704	0.001408	0.000000	1.000000	132	98	162	0	1
674	Odd Henrik Vanebo	0.001408	0.000704	0.001408	0.000000	1.000000	132	98	162	0	1
675	Berge Gerdt Larsen	0.007042	0.000990	0.113338	0.005447	0.466667	66	15	72	14	2
676	Erik Johan Frydenbø	0.002817	0.000526	0.099922	0.000000	1.000000	66	15	72	2	1
677	Hege Sjo	0.010563	0.001268	0.116402	0.008400	0.409524	66	15	56	14	2
678	Maria Moræus Hanssen	0.008451	0.001036	0.116033	0.008904	0.454545	66	0	73	14	2
679	Marit Kristin Instanes	0.005634	0.000962	0.106906	0.003763	0.428571	66	15	72	2	2
680	Sjur Storaas	0.002817	0.000526	0.099922	0.000000	1.000000	66	15	72	2	1
681	Tore Lilloe-Olsen	0.005634	0.000705	0.115875	0.000562	0.785714	66	15	12	14	1
682	Unni Fossberg Tefre	0.004225	0.000855	0.099961	0.001689	0.466667	66	15	72	2	2
683	Berit Hofvander	0.001408	0.000704	0.001408	0.000000	1.000000	133	99	163	0	2
684	Tor Haddeland	0.001408	0.000704	0.001408	0.000000	1.000000	133	99	163	0	1
685	Vidar Iversen	0.001408	0.000704	0.001408	0.000000	1.000000	133	99	163	0	1
686	Gian Angelo Perrucci	0.002817	0.000576	0.084138	0.000000	1.000000	113	13	0	17	1
687	Lourdes Patricia De Las Mercedes Guerra	0.002817	0.000576	0.084138	0.000000	1.000000	113	13	0	17	2
688	Mårten Rød	0.002817	0.000576	0.084138	0.000000	1.000000	113	13	0	17	1
689	Thor Håkstad	0.002817	0.000576	0.084138	0.000000	1.000000	113	13	0	17	1
690	Berit Rynning	0.002817	0.000519	0.099245	0.000000	1.000000	73	3	104	8	2
691	Dionne Rochelle Chouest	0.002817	0.000519	0.099245	0.000000	1.000000	73	3	104	8	2
692	Morten Ulstein	0.002817	0.000519	0.099245	0.000000	1.000000	73	3	104	8	1
693	Øivind Lund	0.005634	0.000924	0.103037	0.004223	0.428571	73	3	104	8	1
694	Berit Sørland Wennersberg	0.002817	0.000573	0.004401	0.000000	1.000000	134	22	26	24	2
695	Rolf Waldemar Karlsen	0.002817	0.000573	0.004401	0.000000	1.000000	134	22	26	24	1
696	Svein Tømmerdal	0.002817	0.000573	0.004401	0.000000	1.000000	134	22	26	24	1
697	Vegard Sævik	0.002817	0.000573	0.004401	0.000000	1.000000	134	22	26	24	1
698	Berit Stokke	0.004930	0.000826	0.077601	0.000224	0.571429	6	5	63	3	2
699	Lars Tronsgaard	0.002817	0.000503	0.077215	0.000000	1.000000	6	5	63	3	1
700	Per Samuelsen	0.002817	0.000509	0.077437	0.000000	1.000000	6	5	4	3	1
701	Peter Andreas Behncke	0.002817	0.000503	0.077215	0.000000	1.000000	6	5	63	3	1
702	Bjarte Henry Bruheim	0.005634	0.000887	0.123232	0.021121	0.428571	55	12	6	13	1
703	Jeffrey Alan Harris	0.002817	0.000478	0.120028	0.000000	1.000000	67	12	46	18	1
704	Berit Vardenær Hertz	0.004225	0.000583	0.106683	0.000000	1.000000	30	10	9	19	2
705	Eva Von Hirsch	0.012676	0.001750	0.118174	0.030421	0.222222	30	10	9	19	2
706	John Olof Niclas Ljungblom	0.004225	0.000583	0.106683	0.000000	1.000000	30	10	9	19	1
707	Leiv Grønnevet	0.004225	0.000583	0.106683	0.000000	1.000000	30	10	9	19	1
708	Trine Sæther Romuld	0.004225	0.000583	0.106683	0.000000	1.000000	30	10	9	19	2
709	Bernt Olufsen	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	1
710	Brigitta Monica Caneman	0.009859	0.001170	0.093846	0.006710	0.472527	135	0	51	14	2
711	Christian Ringnes	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	1
712	Eva Merete Søfelde Berneke	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	2
713	Karl Christian Agerup	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	1
714	Lena Marianne Falk	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	2
715	Marie Elisabeth Ehrling	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	2
716	Morten Georg Jørgensen Lia	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	1
717	Ole Jacob Sunde	0.005634	0.000686	0.081269	0.000000	1.000000	135	0	51	14	1
718	Bernt Reitan	0.007746	0.001095	0.104041	0.004641	0.490909	136	3	1	28	1
719	Bjørn Margido Wiggen	0.004930	0.000690	0.101486	0.000000	1.000000	136	3	1	28	1
720	Helene Margareta Vibbleus Bergquist	0.004930	0.000690	0.101486	0.000000	1.000000	136	3	1	28	2
721	Hilde Merete Aasheim	0.002817	0.000491	0.093640	0.000000	1.000000	129	3	1	8	2
722	Hilde Myrberg	0.004930	0.000690	0.101486	0.000000	1.000000	136	3	1	28	2
723	Leiv Lea Nergaard	0.002817	0.000491	0.093640	0.000000	1.000000	129	3	1	8	1
724	Mimi Kristine Berdal	0.023944	0.003275	0.121278	0.035013	0.131907	127	3	1	28	2
725	Odd Christopher Hansen	0.004930	0.000690	0.101486	0.000000	1.000000	136	3	1	28	1
726	Svein Tore Holsether	0.004930	0.000690	0.101486	0.000000	1.000000	136	3	1	28	1
727	Tore Schiøtz	0.004930	0.000690	0.101486	0.000000	1.000000	136	3	1	28	1
728	Bernt Stilluf Karlsen	0.001408	0.000704	0.001408	0.000000	1.000000	137	100	164	0	1
729	Linni Tiller	0.001408	0.000704	0.001408	0.000000	1.000000	137	100	164	0	2
730	Pål Torleif Raaum	0.001408	0.000704	0.001408	0.000000	1.000000	137	100	164	0	1
731	Bernt Theodor Walther	0.002817	0.000528	0.090819	0.000000	1.000000	138	0	2	6	1
732	John Afseth	0.004225	0.000857	0.090851	0.001689	0.466667	138	0	165	6	1
733	Theresa Comiskey Olsen	0.005634	0.001040	0.090883	0.003371	0.428571	139	0	112	6	2
734	Bertel Otto Steen	0.006338	0.000924	0.105086	0.012728	0.500000	140	14	31	23	1
735	Frode Sigurd Berg	0.002113	0.000391	0.098652	0.000000	1.000000	106	14	18	9	1
736	Gudmund Joar Bratrud	0.004225	0.000615	0.096771	0.000000	1.000000	140	14	31	23	1
737	Jacob Andreas Møller	0.004225	0.000615	0.096771	0.000000	1.000000	140	14	31	23	1
738	Live Bertha Haukvik Aker	0.009859	0.001217	0.108307	0.014478	0.472527	2	14	43	23	2
739	Mari Line Myren	0.004225	0.000615	0.096771	0.000000	1.000000	140	14	31	23	2
740	Marit Røed Ødegaard	0.006338	0.000949	0.101445	0.014828	0.500000	106	17	17	9	2
741	Sissel Grefsrud	0.007746	0.001130	0.096862	0.004208	0.454545	141	14	31	23	2
742	Sverre Stavseth	0.004225	0.000615	0.096771	0.000000	1.000000	140	14	31	23	1
743	Bettina Banoun	0.003521	0.000586	0.086877	0.000000	1.000000	95	7	13	11	2
744	Diderik Børsting Schnitler	0.006338	0.000984	0.098142	0.002819	0.444444	95	7	13	11	1
745	Helen Juell	0.003521	0.000586	0.086877	0.000000	1.000000	95	7	13	11	2
746	Morten Wilhelm Wilhelmsen	0.003521	0.000586	0.086877	0.000000	1.000000	95	7	13	11	1
747	Odd Rune Austgulen	0.003521	0.000586	0.086877	0.000000	1.000000	95	7	13	11	1
748	Bijan Mossavar Rahmani	0.002817	0.000523	0.100510	0.000000	1.000000	142	9	28	2	1
749	Gunnar Hirsti	0.005634	0.000954	0.108998	0.004329	0.428571	142	9	28	2	1
750	Shelley Margaret Watson	0.002817	0.000523	0.100510	0.000000	1.000000	142	9	28	2	2
751	Bill Schjelderup	0.002817	0.000515	0.097600	0.000000	1.000000	143	13	0	17	1
752	Gaute Simen Gravir	0.003521	0.000641	0.097619	0.000001	0.700000	143	13	0	17	1
753	Janicke Førde	0.002817	0.000515	0.097600	0.000000	1.000000	143	13	0	17	2
754	Jostein Refsnes	0.002817	0.000515	0.097600	0.000000	1.000000	143	13	0	17	1
755	Birger Magnus	0.008451	0.001065	0.105108	0.007497	0.454545	144	0	73	14	1
756	Birgitte Nielsen	0.004225	0.000577	0.093709	0.000000	1.000000	126	0	50	14	2
757	Christina Susanna Marianne Jonsson	0.004225	0.000580	0.102031	0.000000	1.000000	144	0	73	14	2
758	Hans Kristian Rød	0.006338	0.000849	0.109487	0.003603	0.500000	144	0	73	14	1
759	Heidi Skaaret	0.004225	0.000577	0.093709	0.000000	1.000000	126	0	50	14	2
760	John Staunsbjerg Dueholm	0.004225	0.000577	0.093709	0.000000	1.000000	126	0	50	14	1
761	Jon Arnt Jacobsen	0.004225	0.000577	0.093709	0.000000	1.000000	126	0	50	14	1
762	Kristin Bjella	0.004225	0.000580	0.102031	0.000000	1.000000	144	0	73	14	2
763	Odd Håkon Hoelsæter	0.004225	0.000580	0.102031	0.000000	1.000000	144	0	73	14	1
764	Ole Ertvaag	0.004225	0.000580	0.102031	0.000000	1.000000	144	0	73	14	1
765	Birger Nergaard	0.002817	0.000524	0.097211	0.000000	1.000000	145	4	14	21	1
766	Gustave Brun-Lie	0.002817	0.000524	0.097211	0.000000	1.000000	145	4	14	21	1
767	Marianne Aamodt	0.002817	0.000524	0.097211	0.000000	1.000000	145	4	14	21	2
768	Ragnar Horn	0.002817	0.000524	0.097211	0.000000	1.000000	145	4	14	21	1
769	Birgitte Nordvik	0.002817	0.000704	0.002817	0.000000	1.000000	146	58	113	5	2
770	Geir Worum	0.002817	0.000704	0.002817	0.000000	1.000000	146	58	113	5	1
771	Herdis Meldahl	0.002817	0.000704	0.002817	0.000000	1.000000	146	58	113	5	2
772	Lars Christian Christensen	0.002817	0.000704	0.002817	0.000000	1.000000	146	58	113	5	1
773	Marianne Hinna Fjogstad	0.002817	0.000704	0.002817	0.000000	1.000000	146	58	113	5	2
774	Birte Noer Borrevik	0.001408	0.000462	0.002817	0.000000	1.000000	147	28	49	4	2
775	Kjetil Bakken	0.001408	0.000462	0.002817	0.000000	1.000000	147	28	49	4	1
776	Birte Norheim	0.001408	0.000704	0.001408	0.000000	1.000000	148	101	166	0	2
777	Jan Erik Tveteraas	0.001408	0.000704	0.001408	0.000000	1.000000	148	101	166	0	1
778	Oskar Mykland	0.001408	0.000704	0.001408	0.000000	1.000000	148	101	166	0	1
779	Bjarne Borgersen	0.002817	0.000594	0.088452	0.000000	1.000000	149	9	57	2	1
780	Brita Eilertsen	0.005634	0.001026	0.103641	0.003371	0.428571	142	9	57	2	2
781	Mette Kristin Andersen	0.002817	0.000594	0.088452	0.000000	1.000000	149	9	57	2	2
782	Torbjørn Lindrup Bjørklund	0.002817	0.000594	0.088452	0.000000	1.000000	149	9	57	2	1
783	Tormod Schartum	0.002817	0.000594	0.088452	0.000000	1.000000	149	9	57	2	1
784	Bjarte Fagerås	0.003521	0.000534	0.107332	0.000000	1.000000	127	3	1	28	1
785	John Anthony Howell	0.003521	0.000534	0.107332	0.000000	1.000000	127	3	1	28	1
786	Ole Christen Wiborg	0.003521	0.000534	0.107332	0.000000	1.000000	127	3	1	28	1
787	Ole Nygaard	0.003521	0.000534	0.107332	0.000000	1.000000	127	3	1	28	1
788	Kathleen Ruth Arthur	0.002817	0.000496	0.105324	0.000000	1.000000	55	12	6	13	2
789	Odd Næss	0.002817	0.000496	0.105324	0.000000	1.000000	55	12	6	13	1
790	Bjarte Røyrvik	0.001408	0.000372	0.084541	0.000000	1.000000	150	6	52	11	1
791	Børre Loe Nordheim-Larsen	0.005634	0.001012	0.098349	0.002355	0.428571	150	6	52	11	1
792	Inge Sørum	0.001408	0.000372	0.084541	0.000000	1.000000	150	6	52	11	1
793	Bjørn Ågotnes	0.004225	0.000575	0.129886	0.000000	1.000000	19	8	21	10	1
794	Henrik August Christensen	0.008451	0.001234	0.132540	0.028463	0.333333	30	8	9	10	1
795	Ingun Stray Schmidt	0.007746	0.001000	0.130615	0.005211	0.545455	19	8	21	10	2
796	Kristine Solberg Hjermann	0.004225	0.000575	0.129886	0.000000	1.000000	19	8	21	10	2
797	Patrick Sandahl	0.010563	0.001357	0.140422	0.073448	0.295238	19	8	167	10	1
798	Bjørn Arnestad	0.002817	0.000456	0.110360	0.000000	1.000000	87	9	86	2	1
799	Kristine Landmark	0.009155	0.001321	0.118037	0.022882	0.282051	87	2	66	2	2
800	Torfinn Kildal	0.002817	0.000456	0.110360	0.000000	1.000000	87	9	86	2	1
801	Bjørn Arve Ofstad	0.004225	0.000642	0.089129	0.000000	1.000000	106	17	17	9	1
802	Elisabeth Krokeide	0.008451	0.001202	0.089222	0.005044	0.454545	106	17	17	9	2
803	Jarle Kjell Roth	0.004225	0.000642	0.089129	0.000000	1.000000	106	17	17	9	1
804	Karen Helene Ulltveit-Moe	0.004930	0.000743	0.089144	0.000211	0.761905	106	17	17	9	2
805	Kjell Erik Almskog	0.004225	0.000642	0.089129	0.000000	1.000000	106	17	17	9	1
806	Bjørn Asp	0.001408	0.000326	0.100946	0.000000	1.000000	127	3	1	8	1
807	Jon Andreas Elde	0.001408	0.000326	0.100946	0.000000	1.000000	127	3	1	8	1
808	Bjørn Dahle	0.002817	0.000593	0.066849	0.000000	1.000000	151	16	58	25	1
809	Frode Alhaug	0.005634	0.001010	0.075176	0.003371	0.428571	151	16	58	25	1
810	John Arild Ertvaag	0.002817	0.000593	0.066849	0.000000	1.000000	151	16	58	25	1
811	Mari Trønnblom Skjærstad	0.002817	0.000593	0.066849	0.000000	1.000000	151	16	58	25	2
812	Martha Kold Bakkevig	0.002817	0.000593	0.066849	0.000000	1.000000	151	16	58	25	2
813	Bjørn Edvart Kristiansen	0.001408	0.000704	0.001408	0.000000	1.000000	152	102	168	0	1
814	Hanne Karoline Kræmer	0.001408	0.000704	0.001408	0.000000	1.000000	152	102	168	0	2
815	Karianne Guttormsen Olsen	0.001408	0.000704	0.001408	0.000000	1.000000	152	102	168	0	2
816	Bjørn Eie Henriksen	0.004930	0.000992	0.079380	0.005044	0.523810	153	2	59	24	1
817	Elisabeth Aarvaag	0.003521	0.000713	0.070173	0.000000	1.000000	153	2	59	24	2
818	Jon Grude Gjedebo	0.004225	0.000861	0.070182	0.000422	0.733333	153	2	59	24	1
819	Karl Henrik Hallin	0.003521	0.000713	0.070173	0.000000	1.000000	153	2	59	24	1
820	Kristin Solheim Genton	0.001408	0.000353	0.079307	0.000000	1.000000	153	2	59	24	2
821	Oddvar Frigstad	0.003521	0.000713	0.070173	0.000000	1.000000	153	2	59	24	1
822	Tore Gjedebo	0.004225	0.000861	0.070182	0.000422	0.733333	153	2	59	24	1
823	Trond Brandsrud	0.002817	0.000599	0.091239	0.006710	0.333333	153	2	39	24	1
824	Bjørn Einar Fische	0.002817	0.000704	0.002817	0.000000	1.000000	154	59	114	1	1
825	Charlotte Fische	0.002817	0.000704	0.002817	0.000000	1.000000	154	59	114	1	2
826	Pernille Fische	0.002817	0.000704	0.002817	0.000000	1.000000	154	59	114	1	2
827	Stig Fische	0.002817	0.000704	0.002817	0.000000	1.000000	154	59	114	1	1
828	Therese Fische	0.002817	0.000704	0.002817	0.000000	1.000000	154	59	114	1	2
829	Bjørn Elvestad	0.001408	0.000404	0.061892	0.000000	1.000000	155	5	156	3	1
830	Malin Birgitta Af Petersens	0.001408	0.000404	0.061892	0.000000	1.000000	155	5	156	3	2
831	Bjørn Erik Lippestad	0.002817	0.000532	0.083453	0.000000	1.000000	156	8	55	10	1
832	Erik Marthon Olsen	0.002817	0.000532	0.083453	0.000000	1.000000	156	8	55	10	1
833	Jone Idsøe	0.002817	0.000532	0.083453	0.000000	1.000000	156	8	55	10	1
834	Bjørn Erik Næss	0.004225	0.000634	0.097526	0.000000	1.000000	157	2	74	2	1
835	Cathrine Klouman	0.004225	0.000634	0.097526	0.000000	1.000000	157	2	74	2	2
836	Karin Bing Orgland	0.004225	0.000634	0.097526	0.000000	1.000000	157	2	74	2	2
837	Lars Erik Rosén	0.004225	0.000634	0.097526	0.000000	1.000000	157	2	74	2	1
838	Rune Bjerke	0.004225	0.000634	0.097526	0.000000	1.000000	157	2	74	2	1
839	Rune Selmar	0.007746	0.001092	0.108721	0.004409	0.454545	157	2	74	2	1
840	Tove Elisabeth Pettersen	0.006338	0.000901	0.107512	0.004265	0.500000	157	2	74	2	2
841	Bjørn Erik Reinseth	0.001408	0.000704	0.001408	0.000000	1.000000	158	103	169	0	1
842	Dagfinn Teigland	0.001408	0.000704	0.001408	0.000000	1.000000	158	103	169	0	1
843	Jan Peter Sunde	0.001408	0.000704	0.001408	0.000000	1.000000	158	103	169	0	1
844	Liv Berstad	0.002113	0.000504	0.062094	0.000000	1.000000	46	5	4	3	2
845	Marianne Wergeland Jenssen	0.002113	0.000504	0.062094	0.000000	1.000000	46	5	4	3	2
846	Bjørn Ivar Carlsen	0.001408	0.000704	0.001408	0.000000	1.000000	159	104	170	0	1
847	Hanne Halén	0.001408	0.000704	0.001408	0.000000	1.000000	159	104	170	0	2
848	Hølje Tefre	0.001408	0.000704	0.001408	0.000000	1.000000	159	104	170	0	1
849	Bjørn Ivar Flatgård	0.005634	0.000927	0.109487	0.009696	0.428571	62	15	101	12	1
850	Gustav Witzøe	0.002817	0.000535	0.096063	0.000000	1.000000	62	15	101	12	1
851	Helle Kruse Nielsen	0.002817	0.000479	0.106661	0.000000	1.000000	62	15	12	12	2
852	Randi Eidsmo Reinertsen	0.002817	0.000535	0.096063	0.000000	1.000000	62	15	101	12	2
853	Synnøve Grinnen Ervik	0.002817	0.000535	0.096063	0.000000	1.000000	62	15	101	12	2
